- 1.628688 4 5 tcp 1040 ------- 1 2.0 5.0 16 50
r 1.63352 4 1 ack 40 ------- 1 5.0 2.0 13 57
+ 1.63352 1 2 ack 40 ------- 1 5.0 2.0 13 57
- 1.63352 1 2 ack 40 ------- 1 5.0 2.0 13 57
r 1.633776 5 4 ack 40 ------- 1 5.0 2.0 15 63
+ 1.633776 4 1 ack 40 ------- 1 5.0 2.0 15 63
- 1.633776 4 1 ack 40 ------- 1 5.0 2.0 15 63
- 1.638608 1 4 tcp 1040 ------- 1 2.0 5.0 20 56
r 1.638608 2 1 tcp 1040 ------- 1 2.0 5.0 25 64
+ 1.638608 1 4 tcp 1040 ------- 1 2.0 5.0 25 64
r 1.640272 2 1 tcp 1040 ------- 1 2.0 5.0 26 65
+ 1.640272 1 4 tcp 1040 ------- 1 2.0 5.0 26 65
r 1.640352 4 5 tcp 1040 ------- 1 2.0 5.0 16 50
+ 1.640352 5 4 ack 40 ------- 1 5.0 2.0 16 66
- 1.640352 5 4 ack 40 ------- 1 5.0 2.0 16 66
r 1.643584 1 2 ack 40 ------- 1 5.0 2.0 13 57
+ 1.643584 2 1 tcp 1040 ------- 1 2.0 5.0 27 67
- 1.643584 2 1 tcp 1040 ------- 1 2.0 5.0 27 67
+ 1.643584 2 1 tcp 1040 ------- 1 2.0 5.0 28 68
- 1.645248 2 1 tcp 1040 ------- 1 2.0 5.0 28 68
r 1.645328 1 4 tcp 1040 ------- 1 2.0 5.0 17 52
+ 1.645328 4 5 tcp 1040 ------- 1 2.0 5.0 17 52
- 1.645328 4 5 tcp 1040 ------- 1 2.0 5.0 17 52
r 1.65016 4 1 ack 40 ------- 1 5.0 2.0 14 60
+ 1.65016 1 2 ack 40 ------- 1 5.0 2.0 14 60
- 1.65016 1 2 ack 40 ------- 1 5.0 2.0 14 60
r 1.650416 5 4 ack 40 ------- 1 5.0 2.0 16 66
+ 1.650416 4 1 ack 40 ------- 1 5.0 2.0 16 66
- 1.650416 4 1 ack 40 ------- 1 5.0 2.0 16 66
- 1.655248 1 4 tcp 1040 ------- 1 2.0 5.0 21 58
r 1.655248 2 1 tcp 1040 ------- 1 2.0 5.0 27 67
+ 1.655248 1 4 tcp 1040 ------- 1 2.0 5.0 27 67
r 1.656912 2 1 tcp 1040 ------- 1 2.0 5.0 28 68
+ 1.656912 1 4 tcp 1040 ------- 1 2.0 5.0 28 68
r 1.656992 4 5 tcp 1040 ------- 1 2.0 5.0 17 52
+ 1.656992 5 4 ack 40 ------- 1 5.0 2.0 17 69
- 1.656992 5 4 ack 40 ------- 1 5.0 2.0 17 69
r 1.660224 1 2 ack 40 ------- 1 5.0 2.0 14 60
+ 1.660224 2 1 tcp 1040 ------- 1 2.0 5.0 29 70
- 1.660224 2 1 tcp 1040 ------- 1 2.0 5.0 29 70
+ 1.660224 2 1 tcp 1040 ------- 1 2.0 5.0 30 71
- 1.661888 2 1 tcp 1040 ------- 1 2.0 5.0 30 71
r 1.661968 1 4 tcp 1040 ------- 1 2.0 5.0 18 53
+ 1.661968 4 5 tcp 1040 ------- 1 2.0 5.0 18 53
- 1.661968 4 5 tcp 1040 ------- 1 2.0 5.0 18 53
r 1.667056 5 4 ack 40 ------- 1 5.0 2.0 17 69
+ 1.667056 4 1 ack 40 ------- 1 5.0 2.0 17 69
- 1.667056 4 1 ack 40 ------- 1 5.0 2.0 17 69
- 1.671888 1 4 tcp 1040 ------- 1 2.0 5.0 22 59
r 1.671888 2 1 tcp 1040 ------- 1 2.0 5.0 29 70
+ 1.671888 1 4 tcp 1040 ------- 1 2.0 5.0 29 70
r 1.673552 2 1 tcp 1040 ------- 1 2.0 5.0 30 71
+ 1.673552 1 4 tcp 1040 ------- 1 2.0 5.0 30 71
r 1.673632 4 5 tcp 1040 ------- 1 2.0 5.0 18 53
+ 1.673632 5 4 ack 40 ------- 1 5.0 2.0 18 72
- 1.673632 5 4 ack 40 ------- 1 5.0 2.0 18 72
r 1.674416 4 1 ack 40 ------- 1 5.0 2.0 15 63
+ 1.674416 1 2 ack 40 ------- 1 5.0 2.0 15 63
- 1.674416 1 2 ack 40 ------- 1 5.0 2.0 15 63
r 1.678608 1 4 tcp 1040 ------- 1 2.0 5.0 19 55
+ 1.678608 4 5 tcp 1040 ------- 1 2.0 5.0 19 55
- 1.678608 4 5 tcp 1040 ------- 1 2.0 5.0 19 55
r 1.683696 5 4 ack 40 ------- 1 5.0 2.0 18 72
+ 1.683696 4 1 ack 40 ------- 1 5.0 2.0 18 72
- 1.683696 4 1 ack 40 ------- 1 5.0 2.0 18 72
r 1.68448 1 2 ack 40 ------- 1 5.0 2.0 15 63
+ 1.68448 2 1 tcp 1040 ------- 1 2.0 5.0 31 73
- 1.68448 2 1 tcp 1040 ------- 1 2.0 5.0 31 73
+ 1.68448 2 1 tcp 1040 ------- 1 2.0 5.0 32 74
- 1.686144 2 1 tcp 1040 ------- 1 2.0 5.0 32 74
- 1.688528 1 4 tcp 1040 ------- 1 2.0 5.0 23 61
r 1.690272 4 5 tcp 1040 ------- 1 2.0 5.0 19 55
+ 1.690272 5 4 ack 40 ------- 1 5.0 2.0 19 75
- 1.690272 5 4 ack 40 ------- 1 5.0 2.0 19 75
r 1.691056 4 1 ack 40 ------- 1 5.0 2.0 16 66
+ 1.691056 1 2 ack 40 ------- 1 5.0 2.0 16 66
- 1.691056 1 2 ack 40 ------- 1 5.0 2.0 16 66
r 1.695248 1 4 tcp 1040 ------- 1 2.0 5.0 20 56
+ 1.695248 4 5 tcp 1040 ------- 1 2.0 5.0 20 56
- 1.695248 4 5 tcp 1040 ------- 1 2.0 5.0 20 56
r 1.696144 2 1 tcp 1040 ------- 1 2.0 5.0 31 73
+ 1.696144 1 4 tcp 1040 ------- 1 2.0 5.0 31 73
r 1.697808 2 1 tcp 1040 ------- 1 2.0 5.0 32 74
+ 1.697808 1 4 tcp 1040 ------- 1 2.0 5.0 32 74
r 1.700336 5 4 ack 40 ------- 1 5.0 2.0 19 75
+ 1.700336 4 1 ack 40 ------- 1 5.0 2.0 19 75
- 1.700336 4 1 ack 40 ------- 1 5.0 2.0 19 75
r 1.70112 1 2 ack 40 ------- 1 5.0 2.0 16 66
+ 1.70112 2 1 tcp 1040 ------- 1 2.0 5.0 33 76
- 1.70112 2 1 tcp 1040 ------- 1 2.0 5.0 33 76
+ 1.70112 2 1 tcp 1040 ------- 1 2.0 5.0 34 77
- 1.702784 2 1 tcp 1040 ------- 1 2.0 5.0 34 77
- 1.705168 1 4 tcp 1040 ------- 1 2.0 5.0 24 62
r 1.706912 4 5 tcp 1040 ------- 1 2.0 5.0 20 56
+ 1.706912 5 4 ack 40 ------- 1 5.0 2.0 20 78
- 1.706912 5 4 ack 40 ------- 1 5.0 2.0 20 78
r 1.707696 4 1 ack 40 ------- 1 5.0 2.0 17 69
+ 1.707696 1 2 ack 40 ------- 1 5.0 2.0 17 69
- 1.707696 1 2 ack 40 ------- 1 5.0 2.0 17 69
r 1.711888 1 4 tcp 1040 ------- 1 2.0 5.0 21 58
+ 1.711888 4 5 tcp 1040 ------- 1 2.0 5.0 21 58
- 1.711888 4 5 tcp 1040 ------- 1 2.0 5.0 21 58
r 1.712784 2 1 tcp 1040 ------- 1 2.0 5.0 33 76
+ 1.712784 1 4 tcp 1040 ------- 1 2.0 5.0 33 76
r 1.714448 2 1 tcp 1040 ------- 1 2.0 5.0 34 77
+ 1.714448 1 4 tcp 1040 ------- 1 2.0 5.0 34 77
d 1.714448 1 4 tcp 1040 ------- 1 2.0 5.0 34 77
r 1.716976 5 4 ack 40 ------- 1 5.0 2.0 20 78
+ 1.716976 4 1 ack 40 ------- 1 5.0 2.0 20 78
- 1.716976 4 1 ack 40 ------- 1 5.0 2.0 20 78
r 1.71776 1 2 ack 40 ------- 1 5.0 2.0 17 69
+ 1.71776 2 1 tcp 1040 ------- 1 2.0 5.0 35 79
- 1.71776 2 1 tcp 1040 ------- 1 2.0 5.0 35 79
+ 1.71776 2 1 tcp 1040 ------- 1 2.0 5.0 36 80
- 1.719424 2 1 tcp 1040 ------- 1 2.0 5.0 36 80
- 1.721808 1 4 tcp 1040 ------- 1 2.0 5.0 25 64
r 1.723552 4 5 tcp 1040 ------- 1 2.0 5.0 21 58
+ 1.723552 5 4 ack 40 ------- 1 5.0 2.0 21 81
- 1.723552 5 4 ack 40 ------- 1 5.0 2.0 21 81
r 1.724336 4 1 ack 40 ------- 1 5.0 2.0 18 72
+ 1.724336 1 2 ack 40 ------- 1 5.0 2.0 18 72
- 1.724336 1 2 ack 40 ------- 1 5.0 2.0 18 72
r 1.728528 1 4 tcp 1040 ------- 1 2.0 5.0 22 59
+ 1.728528 4 5 tcp 1040 ------- 1 2.0 5.0 22 59
- 1.728528 4 5 tcp 1040 ------- 1 2.0 5.0 22 59
r 1.729424 2 1 tcp 1040 ------- 1 2.0 5.0 35 79
+ 1.729424 1 4 tcp 1040 ------- 1 2.0 5.0 35 79
r 1.731088 2 1 tcp 1040 ------- 1 2.0 5.0 36 80
+ 1.731088 1 4 tcp 1040 ------- 1 2.0 5.0 36 80
d 1.731088 1 4 tcp 1040 ------- 1 2.0 5.0 36 80
r 1.733616 5 4 ack 40 ------- 1 5.0 2.0 21 81
+ 1.733616 4 1 ack 40 ------- 1 5.0 2.0 21 81
- 1.733616 4 1 ack 40 ------- 1 5.0 2.0 21 81
r 1.7344 1 2 ack 40 ------- 1 5.0 2.0 18 72
+ 1.7344 2 1 tcp 1040 ------- 1 2.0 5.0 37 82
- 1.7344 2 1 tcp 1040 ------- 1 2.0 5.0 37 82
+ 1.7344 2 1 tcp 1040 ------- 1 2.0 5.0 38 83
- 1.736064 2 1 tcp 1040 ------- 1 2.0 5.0 38 83
- 1.738448 1 4 tcp 1040 ------- 1 2.0 5.0 26 65
r 1.740192 4 5 tcp 1040 ------- 1 2.0 5.0 22 59
+ 1.740192 5 4 ack 40 ------- 1 5.0 2.0 22 84
- 1.740192 5 4 ack 40 ------- 1 5.0 2.0 22 84
r 1.740976 4 1 ack 40 ------- 1 5.0 2.0 19 75
+ 1.740976 1 2 ack 40 ------- 1 5.0 2.0 19 75
- 1.740976 1 2 ack 40 ------- 1 5.0 2.0 19 75
r 1.745168 1 4 tcp 1040 ------- 1 2.0 5.0 23 61
+ 1.745168 4 5 tcp 1040 ------- 1 2.0 5.0 23 61
- 1.745168 4 5 tcp 1040 ------- 1 2.0 5.0 23 61
r 1.746064 2 1 tcp 1040 ------- 1 2.0 5.0 37 82
+ 1.746064 1 4 tcp 1040 ------- 1 2.0 5.0 37 82
r 1.747728 2 1 tcp 1040 ------- 1 2.0 5.0 38 83
+ 1.747728 1 4 tcp 1040 ------- 1 2.0 5.0 38 83
d 1.747728 1 4 tcp 1040 ------- 1 2.0 5.0 38 83
r 1.750256 5 4 ack 40 ------- 1 5.0 2.0 22 84
+ 1.750256 4 1 ack 40 ------- 1 5.0 2.0 22 84
- 1.750256 4 1 ack 40 ------- 1 5.0 2.0 22 84
r 1.75104 1 2 ack 40 ------- 1 5.0 2.0 19 75
+ 1.75104 2 1 tcp 1040 ------- 1 2.0 5.0 39 85
- 1.75104 2 1 tcp 1040 ------- 1 2.0 5.0 39 85
- 1.755088 1 4 tcp 1040 ------- 1 2.0 5.0 27 67
r 1.756832 4 5 tcp 1040 ------- 1 2.0 5.0 23 61
+ 1.756832 5 4 ack 40 ------- 1 5.0 2.0 23 86
- 1.756832 5 4 ack 40 ------- 1 5.0 2.0 23 86
r 1.757616 4 1 ack 40 ------- 1 5.0 2.0 20 78
+ 1.757616 1 2 ack 40 ------- 1 5.0 2.0 20 78
- 1.757616 1 2 ack 40 ------- 1 5.0 2.0 20 78
r 1.761808 1 4 tcp 1040 ------- 1 2.0 5.0 24 62
+ 1.761808 4 5 tcp 1040 ------- 1 2.0 5.0 24 62
- 1.761808 4 5 tcp 1040 ------- 1 2.0 5.0 24 62
r 1.762704 2 1 tcp 1040 ------- 1 2.0 5.0 39 85
+ 1.762704 1 4 tcp 1040 ------- 1 2.0 5.0 39 85
r 1.766896 5 4 ack 40 ------- 1 5.0 2.0 23 86
+ 1.766896 4 1 ack 40 ------- 1 5.0 2.0 23 86
- 1.766896 4 1 ack 40 ------- 1 5.0 2.0 23 86
r 1.76768 1 2 ack 40 ------- 1 5.0 2.0 20 78
+ 1.76768 2 1 tcp 1040 ------- 1 2.0 5.0 40 87
- 1.76768 2 1 tcp 1040 ------- 1 2.0 5.0 40 87
- 1.771728 1 4 tcp 1040 ------- 1 2.0 5.0 28 68
r 1.773472 4 5 tcp 1040 ------- 1 2.0 5.0 24 62
+ 1.773472 5 4 ack 40 ------- 1 5.0 2.0 24 88
- 1.773472 5 4 ack 40 ------- 1 5.0 2.0 24 88
r 1.774256 4 1 ack 40 ------- 1 5.0 2.0 21 81
+ 1.774256 1 2 ack 40 ------- 1 5.0 2.0 21 81
- 1.774256 1 2 ack 40 ------- 1 5.0 2.0 21 81
r 1.778448 1 4 tcp 1040 ------- 1 2.0 5.0 25 64
+ 1.778448 4 5 tcp 1040 ------- 1 2.0 5.0 25 64
- 1.778448 4 5 tcp 1040 ------- 1 2.0 5.0 25 64
r 1.779344 2 1 tcp 1040 ------- 1 2.0 5.0 40 87
+ 1.779344 1 4 tcp 1040 ------- 1 2.0 5.0 40 87
r 1.783536 5 4 ack 40 ------- 1 5.0 2.0 24 88
+ 1.783536 4 1 ack 40 ------- 1 5.0 2.0 24 88
- 1.783536 4 1 ack 40 ------- 1 5.0 2.0 24 88
r 1.78432 1 2 ack 40 ------- 1 5.0 2.0 21 81
+ 1.78432 2 1 tcp 1040 ------- 1 2.0 5.0 41 89
- 1.78432 2 1 tcp 1040 ------- 1 2.0 5.0 41 89
- 1.788368 1 4 tcp 1040 ------- 1 2.0 5.0 29 70
r 1.790112 4 5 tcp 1040 ------- 1 2.0 5.0 25 64
+ 1.790112 5 4 ack 40 ------- 1 5.0 2.0 25 90
- 1.790112 5 4 ack 40 ------- 1 5.0 2.0 25 90
r 1.790896 4 1 ack 40 ------- 1 5.0 2.0 22 84
+ 1.790896 1 2 ack 40 ------- 1 5.0 2.0 22 84
- 1.790896 1 2 ack 40 ------- 1 5.0 2.0 22 84
r 1.795088 1 4 tcp 1040 ------- 1 2.0 5.0 26 65
+ 1.795088 4 5 tcp 1040 ------- 1 2.0 5.0 26 65
- 1.795088 4 5 tcp 1040 ------- 1 2.0 5.0 26 65
r 1.795984 2 1 tcp 1040 ------- 1 2.0 5.0 41 89
+ 1.795984 1 4 tcp 1040 ------- 1 2.0 5.0 41 89
r 1.800176 5 4 ack 40 ------- 1 5.0 2.0 25 90
+ 1.800176 4 1 ack 40 ------- 1 5.0 2.0 25 90
- 1.800176 4 1 ack 40 ------- 1 5.0 2.0 25 90
r 1.80096 1 2 ack 40 ------- 1 5.0 2.0 22 84
+ 1.80096 2 1 tcp 1040 ------- 1 2.0 5.0 42 91
- 1.80096 2 1 tcp 1040 ------- 1 2.0 5.0 42 91
- 1.805008 1 4 tcp 1040 ------- 1 2.0 5.0 30 71
r 1.806752 4 5 tcp 1040 ------- 1 2.0 5.0 26 65
+ 1.806752 5 4 ack 40 ------- 1 5.0 2.0 26 92
- 1.806752 5 4 ack 40 ------- 1 5.0 2.0 26 92
r 1.807536 4 1 ack 40 ------- 1 5.0 2.0 23 86
+ 1.807536 1 2 ack 40 ------- 1 5.0 2.0 23 86
- 1.807536 1 2 ack 40 ------- 1 5.0 2.0 23 86
r 1.811728 1 4 tcp 1040 ------- 1 2.0 5.0 27 67
+ 1.811728 4 5 tcp 1040 ------- 1 2.0 5.0 27 67
- 1.811728 4 5 tcp 1040 ------- 1 2.0 5.0 27 67
r 1.812624 2 1 tcp 1040 ------- 1 2.0 5.0 42 91
+ 1.812624 1 4 tcp 1040 ------- 1 2.0 5.0 42 91
r 1.816816 5 4 ack 40 ------- 1 5.0 2.0 26 92
+ 1.816816 4 1 ack 40 ------- 1 5.0 2.0 26 92
- 1.816816 4 1 ack 40 ------- 1 5.0 2.0 26 92
r 1.8176 1 2 ack 40 ------- 1 5.0 2.0 23 86
+ 1.8176 2 1 tcp 1040 ------- 1 2.0 5.0 43 93
- 1.8176 2 1 tcp 1040 ------- 1 2.0 5.0 43 93
- 1.821648 1 4 tcp 1040 ------- 1 2.0 5.0 31 73
r 1.823392 4 5 tcp 1040 ------- 1 2.0 5.0 27 67
+ 1.823392 5 4 ack 40 ------- 1 5.0 2.0 27 94
- 1.823392 5 4 ack 40 ------- 1 5.0 2.0 27 94
r 1.824176 4 1 ack 40 ------- 1 5.0 2.0 24 88
+ 1.824176 1 2 ack 40 ------- 1 5.0 2.0 24 88
- 1.824176 1 2 ack 40 ------- 1 5.0 2.0 24 88
r 1.828368 1 4 tcp 1040 ------- 1 2.0 5.0 28 68
+ 1.828368 4 5 tcp 1040 ------- 1 2.0 5.0 28 68
- 1.828368 4 5 tcp 1040 ------- 1 2.0 5.0 28 68
r 1.829264 2 1 tcp 1040 ------- 1 2.0 5.0 43 93
+ 1.829264 1 4 tcp 1040 ------- 1 2.0 5.0 43 93
r 1.833456 5 4 ack 40 ------- 1 5.0 2.0 27 94
+ 1.833456 4 1 ack 40 ------- 1 5.0 2.0 27 94
- 1.833456 4 1 ack 40 ------- 1 5.0 2.0 27 94
r 1.83424 1 2 ack 40 ------- 1 5.0 2.0 24 88
+ 1.83424 2 1 tcp 1040 ------- 1 2.0 5.0 44 95
- 1.83424 2 1 tcp 1040 ------- 1 2.0 5.0 44 95
- 1.838288 1 4 tcp 1040 ------- 1 2.0 5.0 32 74
r 1.840032 4 5 tcp 1040 ------- 1 2.0 5.0 28 68
+ 1.840032 5 4 ack 40 ------- 1 5.0 2.0 28 96
- 1.840032 5 4 ack 40 ------- 1 5.0 2.0 28 96
r 1.840816 4 1 ack 40 ------- 1 5.0 2.0 25 90
+ 1.840816 1 2 ack 40 ------- 1 5.0 2.0 25 90
- 1.840816 1 2 ack 40 ------- 1 5.0 2.0 25 90
r 1.845008 1 4 tcp 1040 ------- 1 2.0 5.0 29 70
+ 1.845008 4 5 tcp 1040 ------- 1 2.0 5.0 29 70
- 1.845008 4 5 tcp 1040 ------- 1 2.0 5.0 29 70
r 1.845904 2 1 tcp 1040 ------- 1 2.0 5.0 44 95
+ 1.845904 1 4 tcp 1040 ------- 1 2.0 5.0 44 95
r 1.850096 5 4 ack 40 ------- 1 5.0 2.0 28 96
+ 1.850096 4 1 ack 40 ------- 1 5.0 2.0 28 96
- 1.850096 4 1 ack 40 ------- 1 5.0 2.0 28 96
r 1.85088 1 2 ack 40 ------- 1 5.0 2.0 25 90
+ 1.85088 2 1 tcp 1040 ------- 1 2.0 5.0 45 97
- 1.85088 2 1 tcp 1040 ------- 1 2.0 5.0 45 97
- 1.854928 1 4 tcp 1040 ------- 1 2.0 5.0 33 76
r 1.856672 4 5 tcp 1040 ------- 1 2.0 5.0 29 70
+ 1.856672 5 4 ack 40 ------- 1 5.0 2.0 29 98
- 1.856672 5 4 ack 40 ------- 1 5.0 2.0 29 98
r 1.857456 4 1 ack 40 ------- 1 5.0 2.0 26 92
+ 1.857456 1 2 ack 40 ------- 1 5.0 2.0 26 92
- 1.857456 1 2 ack 40 ------- 1 5.0 2.0 26 92
r 1.861648 1 4 tcp 1040 ------- 1 2.0 5.0 30 71
+ 1.861648 4 5 tcp 1040 ------- 1 2.0 5.0 30 71
- 1.861648 4 5 tcp 1040 ------- 1 2.0 5.0 30 71
r 1.862544 2 1 tcp 1040 ------- 1 2.0 5.0 45 97
+ 1.862544 1 4 tcp 1040 ------- 1 2.0 5.0 45 97
r 1.866736 5 4 ack 40 ------- 1 5.0 2.0 29 98
+ 1.866736 4 1 ack 40 ------- 1 5.0 2.0 29 98
- 1.866736 4 1 ack 40 ------- 1 5.0 2.0 29 98
r 1.86752 1 2 ack 40 ------- 1 5.0 2.0 26 92
+ 1.86752 2 1 tcp 1040 ------- 1 2.0 5.0 46 99
- 1.86752 2 1 tcp 1040 ------- 1 2.0 5.0 46 99
- 1.871568 1 4 tcp 1040 ------- 1 2.0 5.0 35 79
r 1.873312 4 5 tcp 1040 ------- 1 2.0 5.0 30 71
+ 1.873312 5 4 ack 40 ------- 1 5.0 2.0 30 100
- 1.873312 5 4 ack 40 ------- 1 5.0 2.0 30 100
r 1.874096 4 1 ack 40 ------- 1 5.0 2.0 27 94
+ 1.874096 1 2 ack 40 ------- 1 5.0 2.0 27 94
- 1.874096 1 2 ack 40 ------- 1 5.0 2.0 27 94
r 1.878288 1 4 tcp 1040 ------- 1 2.0 5.0 31 73
+ 1.878288 4 5 tcp 1040 ------- 1 2.0 5.0 31 73
- 1.878288 4 5 tcp 1040 ------- 1 2.0 5.0 31 73
r 1.879184 2 1 tcp 1040 ------- 1 2.0 5.0 46 99
+ 1.879184 1 4 tcp 1040 ------- 1 2.0 5.0 46 99
r 1.883376 5 4 ack 40 ------- 1 5.0 2.0 30 100
+ 1.883376 4 1 ack 40 ------- 1 5.0 2.0 30 100
- 1.883376 4 1 ack 40 ------- 1 5.0 2.0 30 100
r 1.88416 1 2 ack 40 ------- 1 5.0 2.0 27 94
+ 1.88416 2 1 tcp 1040 ------- 1 2.0 5.0 47 101
- 1.88416 2 1 tcp 1040 ------- 1 2.0 5.0 47 101
- 1.888208 1 4 tcp 1040 ------- 1 2.0 5.0 37 82
r 1.889952 4 5 tcp 1040 ------- 1 2.0 5.0 31 73
+ 1.889952 5 4 ack 40 ------- 1 5.0 2.0 31 102
- 1.889952 5 4 ack 40 ------- 1 5.0 2.0 31 102
r 1.890736 4 1 ack 40 ------- 1 5.0 2.0 28 96
+ 1.890736 1 2 ack 40 ------- 1 5.0 2.0 28 96
- 1.890736 1 2 ack 40 ------- 1 5.0 2.0 28 96
r 1.894928 1 4 tcp 1040 ------- 1 2.0 5.0 32 74
+ 1.894928 4 5 tcp 1040 ------- 1 2.0 5.0 32 74
- 1.894928 4 5 tcp 1040 ------- 1 2.0 5.0 32 74
r 1.895824 2 1 tcp 1040 ------- 1 2.0 5.0 47 101
+ 1.895824 1 4 tcp 1040 ------- 1 2.0 5.0 47 101
r 1.900016 5 4 ack 40 ------- 1 5.0 2.0 31 102
+ 1.900016 4 1 ack 40 ------- 1 5.0 2.0 31 102
- 1.900016 4 1 ack 40 ------- 1 5.0 2.0 31 102
r 1.9008 1 2 ack 40 ------- 1 5.0 2.0 28 96
+ 1.9008 2 1 tcp 1040 ------- 1 2.0 5.0 48 103
- 1.9008 2 1 tcp 1040 ------- 1 2.0 5.0 48 103
- 1.904848 1 4 tcp 1040 ------- 1 2.0 5.0 39 85
r 1.906592 4 5 tcp 1040 ------- 1 2.0 5.0 32 74
+ 1.906592 5 4 ack 40 ------- 1 5.0 2.0 32 104
- 1.906592 5 4 ack 40 ------- 1 5.0 2.0 32 104
r 1.907376 4 1 ack 40 ------- 1 5.0 2.0 29 98
+ 1.907376 1 2 ack 40 ------- 1 5.0 2.0 29 98
- 1.907376 1 2 ack 40 ------- 1 5.0 2.0 29 98
r 1.911568 1 4 tcp 1040 ------- 1 2.0 5.0 33 76
+ 1.911568 4 5 tcp 1040 ------- 1 2.0 5.0 33 76
- 1.911568 4 5 tcp 1040 ------- 1 2.0 5.0 33 76
r 1.912464 2 1 tcp 1040 ------- 1 2.0 5.0 48 103
+ 1.912464 1 4 tcp 1040 ------- 1 2.0 5.0 48 103
r 1.916656 5 4 ack 40 ------- 1 5.0 2.0 32 104
+ 1.916656 4 1 ack 40 ------- 1 5.0 2.0 32 104
- 1.916656 4 1 ack 40 ------- 1 5.0 2.0 32 104
r 1.91744 1 2 ack 40 ------- 1 5.0 2.0 29 98
+ 1.91744 2 1 tcp 1040 ------- 1 2.0 5.0 49 105
- 1.91744 2 1 tcp 1040 ------- 1 2.0 5.0 49 105
- 1.921488 1 4 tcp 1040 ------- 1 2.0 5.0 40 87
r 1.923232 4 5 tcp 1040 ------- 1 2.0 5.0 33 76
+ 1.923232 5 4 ack 40 ------- 1 5.0 2.0 33 106
- 1.923232 5 4 ack 40 ------- 1 5.0 2.0 33 106
r 1.924016 4 1 ack 40 ------- 1 5.0 2.0 30 100
+ 1.924016 1 2 ack 40 ------- 1 5.0 2.0 30 100
- 1.924016 1 2 ack 40 ------- 1 5.0 2.0 30 100
+ 1.925354 0 1 rtProtoDV 6 ------- 0 0.2 1.1 -1 107
- 1.925354 0 1 rtProtoDV 6 ------- 0 0.2 1.1 -1 107
r 1.928208 1 4 tcp 1040 ------- 1 2.0 5.0 35 79
+ 1.928208 4 5 tcp 1040 ------- 1 2.0 5.0 35 79
- 1.928208 4 5 tcp 1040 ------- 1 2.0 5.0 35 79
r 1.929104 2 1 tcp 1040 ------- 1 2.0 5.0 49 105
+ 1.929104 1 4 tcp 1040 ------- 1 2.0 5.0 49 105
r 1.933296 5 4 ack 40 ------- 1 5.0 2.0 33 106
+ 1.933296 4 1 ack 40 ------- 1 5.0 2.0 33 106
- 1.933296 4 1 ack 40 ------- 1 5.0 2.0 33 106
r 1.93408 1 2 ack 40 ------- 1 5.0 2.0 30 100
+ 1.93408 2 1 tcp 1040 ------- 1 2.0 5.0 50 108
- 1.93408 2 1 tcp 1040 ------- 1 2.0 5.0 50 108
r 1.935364 0 1 rtProtoDV 6 ------- 0 0.2 1.1 -1 107
+ 1.937902 3 4 rtProtoDV 6 ------- 0 3.2 4.1 -1 109
- 1.937902 3 4 rtProtoDV 6 ------- 0 3.2 4.1 -1 109
- 1.938128 1 4 tcp 1040 ------- 1 2.0 5.0 41 89
r 1.939872 4 5 tcp 1040 ------- 1 2.0 5.0 35 79
+ 1.939872 5 4 ack 40 ------- 1 5.0 2.0 33 110
- 1.939872 5 4 ack 40 ------- 1 5.0 2.0 33 110
r 1.940656 4 1 ack 40 ------- 1 5.0 2.0 31 102
+ 1.940656 1 2 ack 40 ------- 1 5.0 2.0 31 102
- 1.940656 1 2 ack 40 ------- 1 5.0 2.0 31 102
r 1.944848 1 4 tcp 1040 ------- 1 2.0 5.0 37 82
+ 1.944848 4 5 tcp 1040 ------- 1 2.0 5.0 37 82
- 1.944848 4 5 tcp 1040 ------- 1 2.0 5.0 37 82
r 1.945744 2 1 tcp 1040 ------- 1 2.0 5.0 50 108
+ 1.945744 1 4 tcp 1040 ------- 1 2.0 5.0 50 108
r 1.947912 3 4 rtProtoDV 6 ------- 0 3.2 4.1 -1 109
r 1.949936 5 4 ack 40 ------- 1 5.0 2.0 33 110
+ 1.949936 4 1 ack 40 ------- 1 5.0 2.0 33 110
- 1.949936 4 1 ack 40 ------- 1 5.0 2.0 33 110
r 1.95072 1 2 ack 40 ------- 1 5.0 2.0 31 102
+ 1.95072 2 1 tcp 1040 ------- 1 2.0 5.0 51 111
- 1.95072 2 1 tcp 1040 ------- 1 2.0 5.0 51 111
- 1.954768 1 4 tcp 1040 ------- 1 2.0 5.0 42 91
r 1.956512 4 5 tcp 1040 ------- 1 2.0 5.0 37 82
+ 1.956512 5 4 ack 40 ------- 1 5.0 2.0 33 112
- 1.956512 5 4 ack 40 ------- 1 5.0 2.0 33 112
r 1.957296 4 1 ack 40 ------- 1 5.0 2.0 32 104
+ 1.957296 1 2 ack 40 ------- 1 5.0 2.0 32 104
- 1.957296 1 2 ack 40 ------- 1 5.0 2.0 32 104
r 1.961488 1 4 tcp 1040 ------- 1 2.0 5.0 39 85
+ 1.961488 4 5 tcp 1040 ------- 1 2.0 5.0 39 85
- 1.961488 4 5 tcp 1040 ------- 1 2.0 5.0 39 85
r 1.962384 2 1 tcp 1040 ------- 1 2.0 5.0 51 111
+ 1.962384 1 4 tcp 1040 ------- 1 2.0 5.0 51 111
r 1.966576 5 4 ack 40 ------- 1 5.0 2.0 33 112
