0 1
0.10000000000000001 1
0.20000000000000001 1
0.30000000000000004 1
0.40000000000000002 1
0.5 1
0.59999999999999998 1
0.69999999999999996 1
0.79999999999999993 1
0.89999999999999991 1
0.99999999999999989 1
1.0999999999999999 1
1.2 1
1.3 1
1.4000000000000001 1
1.5000000000000002 1
1.6000000000000003 1
1.7000000000000004 1
1.8000000000000005 1
1.9000000000000006 1
2.0000000000000004 1
2.1000000000000005 1
2.2000000000000006 1
2.3000000000000007 1
2.4000000000000008 1
2.5000000000000009 1
2.600000000000001 1
2.7000000000000011 1
2.8000000000000012 1
2.9000000000000012 1
3.0000000000000013 1
3.1000000000000014 1
3.2000000000000015 1
3.3000000000000016 1
3.4000000000000017 2
3.5000000000000018 2
3.6000000000000019 2.9
3.700000000000002 3.55301
3.800000000000002 3.55301
3.9000000000000021 4.33944
4.0000000000000018 4.33944
4.1000000000000014 5.19763
4.2000000000000011 5.19763
4.3000000000000007 6.09735
4.4000000000000004 6.42106
4.5 7.02286
4.5999999999999996 7.83782
4.6999999999999993 7.96541
4.7999999999999989 7.96541
4.8999999999999986 1
4.9999999999999982 1
